Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
2/26/2011,1.53,22.8,32.7,42.5
2/27/2011,0.25,24.1,30.5,36.8
2/28/2011,0.05,19.9,26.6,33.2
3/1/2011,0.58,26,37.2,48.3
3/2/2011,0,22,30.7,39.4
3/3/2011,0,9.8,28.2,46.6
3/4/2011,0,10,19.5,28.9
3/5/2011,0,14.6,26.4,38.3
3/6/2011,0,35.2,45.1,55.1
3/7/2011,0.75,48.4,54.4,60.3
3/8/2011,0.01,22.2,37.1,52
3/9/2011,0,23.1,33.1,43.1
3/10/2011,0,28.8,33.8,38.8
3/11/2011,0.13,35.4,42.5,49.6
3/12/2011,0.48,33.7,43.4,53.2
3/13/2011,0,32.7,42.7,52.7
3/14/2011,0,33.3,41.3,49.3
3/15/2011,0,24.3,31.6,39
3/16/2011,0,27.3,37.1,46.9
3/17/2011,0.52,30.9,37.2,43.5
3/18/2011,0,35.3,48.8,62.4
3/19/2011,0,43,57,71.1
3/20/2011,0,24.7,36.7,48.7
3/21/2011,0,28.2,37.1,46.1
3/22/2011,0.26,31.8,35.3,38.9
3/23/2011,0,27.7,35.9,44.1
3/24/2011,0,28,34,40
3/25/2011,0.01,25.2,32.2,39.1
3/26/2011,0,21.6,32.7,43.8
3/27/2011,0,22.7,31.9,41
3/28/2011,0,24.9,34.6,44.2
3/29/2011,0,25.7,35.9,46.2
3/30/2011,0,25.9,37.2,48.5
3/31/2011,0,33.1,43.6,54
4/1/2011,0.85,31.5,38.8,46
4/2/2011,0.05,30.9,35.6,40.4
4/3/2011,0,33.3,43.4,53.6
4/4/2011,0,33.3,44.4,55.5
4/5/2011,0.28,37.9,47.8,57.7
4/6/2011,0.13,32.8,47.4,62.1
4/7/2011,0,27.3,40.8,54.3
4/8/2011,0,28,41,54
4/9/2011,0,28.2,40.7,53.1
4/10/2011,0,31.3,45.4,59.5
4/11/2011,0,39.9,51.4,62.8
4/12/2011,0,51.5,60,68.6
4/13/2011,0.49,42.2,52,61.8
4/14/2011,0.93,39.9,43.7,47.6
4/15/2011,0,34.8,49.6,64.4
4/16/2011,0,29.5,39.5,49.5
4/17/2011,1.72,37.9,46.9,56
4/18/2011,0,40,51.8,63.5
4/19/2011,0,43.2,52.1,61
4/20/2011,0.13,40.1,44.5,49
4/21/2011,0,39.8,44,48.2
4/22/2011,0,30.1,42.1,54.2
4/23/2011,0.02,34.5,44.7,55
4/24/2011,0.52,38.2,46.7,55.2
4/25/2011,0.01,53.4,64.2,75.1
4/26/2011,0.01,47.3,53.9,60.5
4/27/2011,0.01,50.1,62.9,75.7
4/28/2011,0.02,59.7,68.8,77.8
4/29/2011,0.06,50.9,59.2,67.4
4/30/2011,0,48.2,61.4,74.6
5/1/2011,0,37.6,50,62.3
5/2/2011,0,36.2,48.3,60.4
5/3/2011,0,47.2,58.8,70.3
5/4/2011,0,50,61.2,72.3
5/5/2011,0.4,41.6,53,64.4
5/6/2011,0.02,39.1,48.8,58.5
5/7/2011,0,45.8,58.2,70.6
5/8/2011,0.24,45.4,58,70.5
5/9/2011,0,44.6,54.1,63.6
5/10/2011,0,49.1,58.9,68.7
5/11/2011,0.08,46.9,52,57.2
5/12/2011,0,46.6,54.5,62.5
5/13/2011,0,40.5,50.2,59.9
5/14/2011,0,42.2,55.4,68.6
5/15/2011,0.27,46.8,55.6,64.5
5/16/2011,0.29,46.7,55.7,64.8
5/17/2011,0.11,46.1,48.3,50.4
5/18/2011,0.34,46.3,49.1,51.9
5/19/2011,0.27,50.2,53.1,56.1
5/20/2011,0.22,51.1,58.3,65.5
5/21/2011,0.16,52.9,61.7,70.5
5/22/2011,0,46.5,59.9,73.4
5/23/2011,0.03,47.2,52.4,57.6
5/24/2011,0.32,48.5,56.6,64.7
5/25/2011,0.04,55.6,67.7,79.7
5/26/2011,0,54,65.9,77.7
5/27/2011,0,60.5,69.7,78.9
5/28/2011,0,63.6,76.2,88.8
5/29/2011,0,65.1,73.5,81.9
5/30/2011,0,65.8,74.4,83
5/31/2011,0,61,73.7,86.4
6/1/2011,0,60.9,72.1,83.3
6/2/2011,0.48,57.6,70.2,82.8
6/3/2011,0,47.3,60.4,73.5
6/4/2011,0,44.5,56.9,69.3
6/5/2011,0,41.1,55,68.9
6/6/2011,0,48,60.4,72.8
6/7/2011,0,52.3,65.2,78.2
6/8/2011,0,60.1,73.5,86.9
6/9/2011,0.07,66.3,78.2,90.1
6/10/2011,0.56,61.9,74.9,87.8
6/11/2011,0.05,58,68.8,79.6
6/12/2011,1.14,51.1,55.5,59.9
6/13/2011,0.02,51.6,54.7,57.8
6/14/2011,0,52.4,59.8,67.1
6/15/2011,0.04,50.2,55.8,61.5
6/16/2011,0,51.6,63.3,74.9
6/17/2011,0,57,71.5,86
6/18/2011,0.23,59.2,65.6,72
6/19/2011,0,58.9,70.5,82
6/20/2011,0,49.7,63.6,77.5
6/21/2011,0,54,67,80
6/22/2011,0,61.6,72.4,83.3
6/23/2011,1.06,60.9,65.9,70.9
6/24/2011,0.25,57.2,61.1,64.9
6/25/2011,0.11,54,58.5,63
6/26/2011,0.45,54.5,63.6,72.8
6/27/2011,0,59,69,79.1
6/28/2011,0,61.4,72.4,83.5
6/29/2011,0.02,64.7,73.9,83
6/30/2011,0,57.8,70.2,82.5
7/1/2011,0,52.3,66.6,80.8
7/2/2011,0,55.5,67,78.4
7/3/2011,0,61.6,71.3,80.9
7/4/2011,0,65.1,72.8,80.5
7/5/2011,0,62,74.3,86.6
7/6/2011,0,60.6,75.1,89.6
7/7/2011,0.01,63.2,76.2,89.2
7/8/2011,0.13,64.7,75.8,86.8
7/9/2011,0.83,64.8,70.4,76
7/10/2011,0,54.4,68.9,83.4
7/11/2011,0,60.3,71.7,83.1
7/12/2011,0,69.1,79.5,90
7/13/2011,0,66.5,78.6,90.7
7/14/2011,0.41,58.2,72,85.8
7/15/2011,0,55.2,64.9,74.5
7/16/2011,0,56.2,69.3,82.4
7/17/2011,0,61.1,73.7,86.3
7/18/2011,0,68,78.8,89.7
7/19/2011,0.01,64.9,75.5,86.1
7/20/2011,0,60.6,74,87.4
7/21/2011,0,66.5,77.5,88.5
7/22/2011,0,73.2,83,92.8
7/23/2011,0,65.5,82.6,99.7
7/24/2011,0.22,67.7,79.1,90.6
7/25/2011,0.03,63.1,72.7,82.3
7/26/2011,0.33,59.6,66.9,74.1
7/27/2011,0.11,59.1,70.2,81.3
7/28/2011,0,58.6,70.5,82.4
7/29/2011,0,61.9,71.7,81.6
7/30/2011,0.08,67.5,72.8,78.1
7/31/2011,0,58.9,73,87.1
8/1/2011,0,63,74.9,86.8
8/2/2011,0,62.8,76.4,90
8/3/2011,0.03,57.8,73.1,88.3
8/4/2011,0,60.5,70.2,79.9
8/5/2011,0,61.2,70.7,80.2
8/6/2011,0,65.2,72.6,80
8/7/2011,0.42,67,75.9,84.8
8/8/2011,1.11,68.9,73.7,78.4
8/9/2011,0.11,64.6,74.8,85.1
8/10/2011,1.59,65.3,73.1,80.9
8/11/2011,0.37,61.5,72,82.4
8/12/2011,0,54.2,67.1,80.1
8/13/2011,0,56.9,68.9,80.8
8/14/2011,0.02,61.9,72.1,82.3
8/15/2011,0.19,64,69,74.1
8/16/2011,1.36,58.6,64.1,69.6
8/17/2011,0.04,55.2,63.4,71.7
8/18/2011,0,58.2,71,83.9
8/19/2011,0,63,74.2,85.3
8/20/2011,0.41,66.7,76,85.4
8/21/2011,0,63.5,73.9,84.3
8/22/2011,0.48,64.3,74.4,84.5
8/23/2011,0,52.2,64.5,76.7
8/24/2011,0,53.6,65.4,77.1
8/25/2011,0,58.8,69.1,79.4
8/26/2011,0.23,64.6,74.2,83.9
8/27/2011,0,63.4,74.3,85.3
8/28/2011,1.8,66.6,72.3,78.1
8/29/2011,1.89,56.5,65.9,75.2
8/30/2011,0,52.5,64.5,76.5
8/31/2011,0,53.2,66.4,79.6
9/1/2011,0,57.4,70.2,83.1
9/2/2011,0,55.5,66.7,78
9/3/2011,0,55.3,65.2,75.1
9/4/2011,0,61.1,72.3,83.5
9/5/2011,0,63.3,73,82.8
9/6/2011,0.54,57.8,70.9,84
9/7/2011,0.86,57.3,60.5,63.6
9/8/2011,0.94,57.2,60.2,63.2
9/9/2011,1.37,56.9,60.5,64.1
9/10/2011,0,54.6,66.5,78.5
9/11/2011,0,47.8,61.6,75.5
9/12/2011,0,50.8,61.9,73.1
9/13/2011,0,57.4,68.9,80.4
9/14/2011,0,61.6,72.2,82.8
9/15/2011,0,65.1,74.5,83.9
9/16/2011,0.04,44.1,62.1,80.2
9/17/2011,0,39.1,51.4,63.7
9/18/2011,0,41.7,52.7,63.7
9/19/2011,0,41.9,53.8,65.7
9/20/2011,0,48.8,57.7,66.6
9/21/2011,0.14,50.5,57.8,65.2
9/22/2011,0.04,57.5,67.2,77
9/23/2011,0.05,64.7,69.6,74.5
9/24/2011,1.3,67.7,71.1,74.4
9/25/2011,0,66.6,72.6,78.6
9/26/2011,0,62.4,71.6,80.8
9/27/2011,0,61.1,71.1,81.1
9/28/2011,0,61.2,70,78.9
9/29/2011,0.52,61.6,68.6,75.6
9/30/2011,1.07,54,64.3,74.6
10/1/2011,0.3,56.9,66.5,76.2
10/2/2011,0.05,53.9,62.7,71.5
10/3/2011,0,52.8,59.2,65.6
10/4/2011,0.59,52.4,59.4,66.3
10/5/2011,0.09,51,58,65
10/6/2011,0,37.3,51.7,66.1
10/7/2011,0,34.2,48.5,62.7
10/8/2011,0,37.5,49.9,62.3
10/9/2011,0,46.2,62.7,79.2
10/10/2011,0,46.8,65.3,83.7
10/11/2011,0,46.4,64.5,82.6
10/12/2011,0,49,58.6,68.2
10/13/2011,0.8,51.1,55.6,60.2
10/14/2011,0.33,57.2,60.1,63
10/15/2011,0.57,52.1,61.2,70.3
10/16/2011,0,49.6,57.3,65
10/17/2011,0.01,49.7,56.8,63.9
10/18/2011,0,44.8,54.7,64.6
10/19/2011,0,45.9,56.9,67.9
10/20/2011,1.81,50.8,55.1,59.5
10/21/2011,0,46.7,58.9,71.2
10/22/2011,0,43,52.5,62
10/23/2011,0,34.5,47.6,60.7
10/24/2011,0,33.3,44.4,55.5
10/25/2011,0.01,36,48.5,60.9
10/26/2011,0,36.7,47.8,58.9
10/27/2011,0.12,41.7,45.6,49.5
10/28/2011,1.04,29.9,37.5,45.2
10/29/2011,0,30.5,38.7,46.8
10/30/2011,1.29,31.9,38.2,44.4
10/31/2011,0,24.5,34.8,45
11/1/2011,0,26.3,38.8,51.4
11/2/2011,0,27.8,39.9,52.1
11/3/2011,0,29.1,42.8,56.4
11/4/2011,0,34.2,47.7,61.2
11/5/2011,0,26.6,38.2,49.7
11/6/2011,0,23,36,49
11/7/2011,0,27.3,42.1,56.8
11/8/2011,0,36.5,50,63.5
11/9/2011,0,38.5,53.9,69.3
11/10/2011,0,43.2,55.6,68.1
11/11/2011,0.93,43.5,52.2,61
11/12/2011,0,31.8,41,50.1
11/13/2011,0,32.5,42.4,52.3
11/14/2011,0,36.9,49.7,62.5
11/15/2011,0,51,59.1,67.2
11/16/2011,0,48.1,57.9,67.6
11/17/2011,0.88,47.5,53.6,59.8
11/18/2011,0.17,32.6,41.2,49.7
11/19/2011,0,27.9,36.1,44.3
11/20/2011,0,34.6,44.1,53.5
11/21/2011,0,45.7,55.4,65.2
11/22/2011,0,25.7,37.7,49.7
11/23/2011,1.38,28.5,37.5,46.4
11/24/2011,0.18,27.7,36.7,45.7
11/25/2011,0,27.4,37,46.6
11/26/2011,0,30.6,45.6,60.7
11/27/2011,0,30.7,47.3,63.9
11/28/2011,0,31.9,45.3,58.8
11/29/2011,0,46,55.9,65.8
11/30/2011,0.96,48.8,57.6,66.4
12/1/2011,0,35.3,45.8,56.3
12/2/2011,0,25.6,37,48.3
12/3/2011,0,26.6,38.5,50.4
12/4/2011,0,25.8,36,46.1
12/5/2011,0,28.8,41.4,54.1
12/6/2011,0,42.7,52.1,61.6
12/7/2011,0.27,52.5,56.1,59.7
12/8/2011,2.7,35.1,44.8,54.4
12/9/2011,0,28.6,35.8,43.1
12/10/2011,0,29.9,40.4,50.9
12/11/2011,0,21.7,32.7,43.6
12/12/2011,0,21.8,29.8,37.9
12/13/2011,0,21.3,34,46.8
12/14/2011,0,22.3,34.1,45.9
12/15/2011,0,27.6,35.3,43
12/16/2011,0.05,39.3,46.4,53.5
12/17/2011,0,27.2,37.4,47.7
12/18/2011,0,18.8,29.9,41
12/19/2011,0,10.4,18.7,26.9
12/20/2011,0,14.8,29.3,43.8
12/21/2011,0,24.3,33.3,42.4
12/22/2011,0.17,35,45.9,56.9
12/23/2011,0.54,37.8,46.3,54.9
12/24/2011,0.01,24.4,33.4,42.5
12/25/2011,0,14.5,22.5,30.5
12/26/2011,0,17.3,28.6,39.9
12/27/2011,0,23,32.8,42.7
12/28/2011,0.46,28,42.4,56.8
12/29/2011,0,20.1,33.2,46.4
12/30/2011,0,20.2,26.2,32.2
12/31/2011,0,25.9,34,42.1
1/1/2012,0.02,28.3,34.1,39.8
1/2/2012,0.02,29.1,40.6,52.1
1/3/2012,0,23.7,33.5,43.3
1/4/2012,0,8.2,18.6,29
1/5/2012,0,8.9,18.2,27.6
1/6/2012,0,24.1,30.6,37.2
1/7/2012,0,25.2,37.3,49.4
1/8/2012,0,26.7,43.4,60
1/9/2012,0,20.2,32.1,44
1/10/2012,0,20.7,30.8,40.9
1/11/2012,0,20.8,33.3,45.7
1/12/2012,0.22,21.3,31.5,41.7
1/13/2012,1.15,29.6,35.5,41.5
1/14/2012,0.01,24.7,38.1,51.6
1/15/2012,0,4.9,19.1,33.4
1/16/2012,0,4.6,11.1,17.6
1/17/2012,0.15,6.8,21.2,35.6
1/18/2012,0.01,34.1,42.7,51.2
1/19/2012,0,10.8,24.1,37.4
1/20/2012,0.19,11.6,21.4,31.2
1/21/2012,0,13.6,21.6,29.5
1/22/2012,0.25,9.3,15.2,21
1/23/2012,0,10.3,20.5,30.8
1/24/2012,0.21,28.7,40.2,51.6
1/25/2012,0,32.9,44.6,56.2
1/26/2012,0,30.1,35.9,41.6
1/27/2012,0.42,29.9,35.5,41.2
1/28/2012,0.42,29.8,37.1,44.4
1/29/2012,0,30.1,38.2,46.3
1/30/2012,0,29.3,35.7,42
1/31/2012,0,23.2,31.1,39
2/1/2012,0,29.1,40.9,52.8
2/2/2012,0,31.6,45.7,59.9
2/3/2012,0,22.7,32.6,42.6
2/4/2012,0,22.7,30.9,39.1
2/5/2012,0,18.6,31.5,44.3
2/6/2012,0,19.1,28.5,37.8
2/7/2012,0,24.8,37.6,50.5
2/8/2012,0,17.8,31.4,45.1
2/9/2012,0,19.4,28.5,37.6
2/10/2012,0,20.8,33.8,46.9
2/11/2012,0.03,25.1,37.6,50.1
2/12/2012,0,14.1,25.5,36.9
2/13/2012,0,12.7,21,29.4
2/14/2012,0,20.8,31.7,42.6
2/15/2012,0,26.2,34.3,42.4
2/16/2012,0,24.9,34.8,44.6
2/17/2012,0.1,27.2,36.6,46.1
2/18/2012,0,27.2,39.1,51.1
2/19/2012,0,24.5,35.7,46.9
2/20/2012,0,23.4,34.9,46.4
2/21/2012,0,18.5,29.8,41.2
2/22/2012,0,21.8,32.4,43
2/23/2012,0,37,46.6,56.1
2/24/2012,0,30.5,42.7,54.9
2/25/2012,0.46,32.8,36.6,40.4
2/26/2012,0,24.9,34.2,43.5
2/27/2012,0,19.1,30.1,41
2/28/2012,0,23.8,37,50.2
2/29/2012,0,28.5,38.3,48
3/1/2012,0.48,30.2,34.3,38.4
3/2/2012,0.24,21.9,29.3,36.6
3/3/2012,0.29,22.4,29.4,36.5
3/4/2012,0.1,28.7,38.8,49
3/5/2012,0,25.6,33.7,41.8
3/6/2012,0,16.9,27.2,37.4
3/7/2012,0,18.6,29.3,40.1
3/8/2012,0,36.2,48.2,60.2
3/9/2012,0.03,36.4,51.5,66.6
3/10/2012,0,28.2,37.3,46.5
3/11/2012,0,25.8,33.3,40.8
3/12/2012,0,32.3,44.4,56.5
3/13/2012,0.03,44.7,58.7,72.7
3/14/2012,0.01,40.7,54.8,68.9
3/15/2012,0,34.5,47.1,59.7
3/16/2012,0,32,40.4,48.9
3/17/2012,0.02,34,39.3,44.7
3/18/2012,0,37.2,45.6,54
3/19/2012,0,40.1,56,72
3/20/2012,0,39,59.2,79.4
3/21/2012,0,43.1,61.1,79.2
3/22/2012,0,51.2,64.7,78.1
3/23/2012,0,55.3,67.6,80
3/24/2012,0,48.3,62.5,76.7
3/25/2012,0,42.6,48.6,54.6
3/26/2012,0,34.5,42,49.4
3/27/2012,0,25.3,37.1,49
3/28/2012,0,26.2,37.3,48.4
3/29/2012,0.05,35.6,43.3,51
3/30/2012,0,32.4,39.6,46.7
3/31/2012,0.03,34.7,43.2,51.6
4/1/2012,0.08,26.9,35.7,44.5
4/2/2012,0.16,31.6,41.7,51.7
4/3/2012,0,30.2,42.7,55.2
4/4/2012,0,34.2,46.4,58.5
4/5/2012,0.01,31.3,47.4,63.5
4/6/2012,0,28.6,40.1,51.6
4/7/2012,0,29,41,53
4/8/2012,0,34.2,44.6,55.1
4/9/2012,0,37.3,45.5,53.7
4/10/2012,0,34.4,46.6,58.8
4/11/2012,0,35.5,48.9,62.3
4/12/2012,0,32.6,45.4,58.2
4/13/2012,0.19,32,44.2,56.4
4/14/2012,0,36.2,50.3,64.5
4/15/2012,0,49.3,60,70.7
4/16/2012,0.04,53.7,64.7,75.6
4/17/2012,0,53.2,70.8,88.5
4/18/2012,0,46.5,64.8,83.1
4/19/2012,0,43.1,53.6,64.1
4/20/2012,0,43.6,56.5,69.5
4/21/2012,0,49.2,61.6,74.1
4/22/2012,0,52.5,64.3,76.1
4/23/2012,3.12,42,50.6,59.2
4/24/2012,0.35,43.8,52.8,61.8
4/25/2012,0,37.5,47.2,56.9
4/26/2012,0,33.2,47.6,61.9
4/27/2012,0.01,41.3,52.7,64.2
4/28/2012,0,31.6,43.8,56.1
4/29/2012,0,31.5,45.4,59.2
4/30/2012,0,30.8,45,59.2
5/1/2012,0.04,43.8,53.1,62.3
5/2/2012,0.53,44.3,46.6,49
5/3/2012,0.08,45.7,49.4,53.1
5/4/2012,0.03,46.8,49.7,52.6
5/5/2012,0.02,49.6,55.1,60.7
5/6/2012,0,45.7,53.6,61.5
5/7/2012,0,43.1,53.1,63.1
5/8/2012,0.05,46.7,58.5,70.2
5/9/2012,0.27,50,54.3,58.7
5/10/2012,1.33,52,57.3,62.6
5/11/2012,0.06,43.4,55,66.6
5/12/2012,0,39.8,52.3,64.8
5/13/2012,0,47.7,63.4,79
5/14/2012,0.02,53.4,68.2,83
5/15/2012,0.25,56.5,64.6,72.7
5/16/2012,0.65,59.2,65.4,71.6
5/17/2012,0.02,51.9,62.5,73.1
5/18/2012,0,42.1,56.3,70.6
5/19/2012,0,43.4,57.7,72
5/20/2012,0,48.5,62.7,76.9
5/21/2012,0,47.5,64.3,81
5/22/2012,0.09,56.4,62.2,68
5/23/2012,0.48,58.2,61.2,64.2
5/24/2012,0,57.7,67.1,76.5
5/25/2012,0,58.9,67.7,76.5
5/26/2012,0,59.8,66.3,72.8
5/27/2012,0,57,70.7,84.5
5/28/2012,0,60.7,70.7,80.7
5/29/2012,0,61.7,70.2,78.8
5/30/2012,0.02,63.2,73.2,83.2
5/31/2012,0,59.3,67.4,75.5
6/1/2012,0,54.3,67.5,80.7
6/2/2012,0.27,52.5,61,69.6
6/3/2012,0.78,53.2,59.1,64.9
6/4/2012,0,49.5,58,66.5
6/5/2012,0.27,47.4,50.2,53
6/6/2012,0.04,45.8,51.6,57.4
6/7/2012,0.14,48.2,56.9,65.6
6/8/2012,0.31,49.3,60.2,71
6/9/2012,0.05,52.3,65,77.7
6/10/2012,0,52.8,65,77.3
6/11/2012,0,51.4,65.9,80.5
6/12/2012,0,55.5,65.6,75.8
6/13/2012,0.34,60.1,66.8,73.5
6/14/2012,0.28,58.4,61.8,65.1
6/15/2012,0,49,60.4,71.8
6/16/2012,0,49,60.5,72.1
6/17/2012,0,48.8,58.8,68.8
6/18/2012,0,48.2,58.7,69.3
6/19/2012,0,52,61.6,71.2
6/20/2012,0,59.6,66.5,73.4
6/21/2012,0,67.9,81.2,94.5
6/22/2012,0,68.9,81.3,93.7
6/23/2012,0.54,64.3,79,93.7
6/24/2012,0.03,57.1,71.2,85.2
6/25/2012,0,61.8,72.8,83.8
6/26/2012,1.06,56.7,65,73.3
6/27/2012,0.01,56.9,65,73.1
6/28/2012,0,56.9,67.5,78.2
6/29/2012,0,60.7,72.4,84.2
6/30/2012,0.11,59.7,73.8,87.9
7/1/2012,0,65.4,77.7,90
7/2/2012,0.15,62.9,76.5,90.1
7/3/2012,0.05,60.1,71.9,83.7
7/4/2012,0.12,63.4,73.9,84.5
7/5/2012,0.13,66.7,76.5,86.3
7/6/2012,0,60.5,71.8,83.1
7/7/2012,0,66.1,76,85.9
7/8/2012,0,62.3,73.8,85.2
7/9/2012,0,57.7,72.9,88.2
7/10/2012,0,55,69,83
7/11/2012,0,58.3,70.8,83.3
7/12/2012,0,59.1,72,84.9
7/13/2012,0,63.5,75.8,88
7/14/2012,0,65.4,76.7,87.9
7/15/2012,0,63.3,76.7,90.2
7/16/2012,0,67.7,78.1,88.4
7/17/2012,0.08,67.1,78.8,90.5
7/18/2012,0.01,72.2,83,93.9
7/19/2012,0.26,64.7,79.7,94.7
7/20/2012,0,63.8,72.5,81.3
7/21/2012,0,52,61.8,71.5
7/22/2012,0,54.4,66.8,79.3
7/23/2012,0,59.7,71.7,83.6
7/24/2012,0.26,65.2,74.8,84.4
7/25/2012,0.02,59.4,74.3,89.1
7/26/2012,0,62.8,72.7,82.5
7/27/2012,0.02,67.3,75.6,83.9
7/28/2012,0,62.6,71.5,80.4
7/29/2012,1.46,64.1,72.6,81.2
7/30/2012,0,56.6,64.4,72.1
7/31/2012,0,57.2,69.4,81.5
8/1/2012,0.22,61.9,69.7,77.5
8/2/2012,0.73,67.3,75,82.6
8/3/2012,0,68.1,78,87.9
8/4/2012,0,69.4,80.5,91.5
8/5/2012,0,71.4,81.1,90.9
8/6/2012,0.36,71.1,79.8,88.5
8/7/2012,0,57.9,70.8,83.7
8/8/2012,0,59.4,71.3,83.3
8/9/2012,0,63.3,74.8,86.3
8/10/2012,0,69.7,78.9,88.1
8/11/2012,0.56,68.6,76.9,85.2
8/12/2012,0.01,70.5,77.2,83.8
8/13/2012,0,64.1,74.3,84.5
8/14/2012,0,61.4,73.5,85.6
8/15/2012,0.36,63.7,73.5,83.3
8/16/2012,0.64,64,73.2,82.5
8/17/2012,0,59.9,71.7,83.6
8/18/2012,0.15,62.5,74,85.6
8/19/2012,0.19,54,61.3,68.6
8/20/2012,0,55.4,65.4,75.4
8/21/2012,0,57.7,67.9,78.1
8/22/2012,0,54.9,68.5,82
8/23/2012,0,57,70,83
8/24/2012,0,60,72.7,85.5
8/25/2012,0,62.1,73.3,84.5
8/26/2012,0,56.9,69.3,81.6
8/27/2012,0,55.2,68.6,82
8/28/2012,0.82,59.9,71.8,83.8
8/29/2012,0.83,52.8,68.5,84.2
8/30/2012,0,50.3,62.5,74.7
8/31/2012,0,56.9,68.6,80.2
9/1/2012,0,60.9,74.7,88.4
9/2/2012,0,56,67.8,79.6
9/3/2012,0.09,54.6,66.3,78.1
9/4/2012,0.03,58.4,67.8,77.2
9/5/2012,0.67,63.5,69.3,75
9/6/2012,0.51,61.6,70.8,80
9/7/2012,0,63.3,71.1,78.8
9/8/2012,0,66.7,75.6,84.5
9/9/2012,0.36,60.1,70.6,81.2
9/10/2012,0,52.1,62.8,73.4
9/11/2012,0,45.6,56.8,68
9/12/2012,0,45,58.8,72.6
9/13/2012,0,48.1,62.7,77.2
9/14/2012,0,55.3,68,80.8
9/15/2012,0.01,57.3,68.7,80.2
9/16/2012,0.05,44.2,58.1,72.1
9/17/2012,0,41.2,55.9,70.7
9/18/2012,0,45.6,60.1,74.7
9/19/2012,1.46,55.2,64.5,73.9
9/20/2012,0,43.1,56.9,70.7
9/21/2012,0,43.6,54.9,66.1
9/22/2012,0,46.8,56.1,65.5
9/23/2012,0.08,53.9,63.1,72.4
9/24/2012,0,37.1,53.2,69.3
9/25/2012,0,36.8,51.6,66.4
9/26/2012,0,46.9,59.4,71.9
9/27/2012,0,55,63.6,72.1
9/28/2012,0.07,49.7,60,70.2
9/29/2012,0.88,52.7,55.3,58
9/30/2012,0.01,51.4,54,56.6
10/1/2012,0.13,47.2,53.8,60.3
10/2/2012,0,49.1,58.6,68.2
10/3/2012,0.2,55.1,62.6,70
10/4/2012,0.03,57.4,61.1,64.8
10/5/2012,0.05,55.1,59,62.9
10/6/2012,0,53,64.8,76.7
10/7/2012,0.14,39.1,58.2,77.3
10/8/2012,0.15,37.4,47.3,57.2
10/9/2012,0,40.1,48.5,56.9
10/10/2012,0.01,46.4,52.4,58.4
10/11/2012,0.17,40.9,51.6,62.2
10/12/2012,0,36.7,47.4,58
10/13/2012,0.05,26.2,40.2,54.2
10/14/2012,0.05,29.9,41.8,53.7
10/15/2012,0.03,48.7,58,67.4
10/16/2012,0.2,49.9,61.8,73.8
10/17/2012,0,30.4,43.4,56.4
10/18/2012,0,32.6,47.2,61.9
10/19/2012,0.03,38.5,51.8,65.1
10/20/2012,1.41,52.7,60.9,69.1
10/21/2012,0,40.3,57.3,74.3
10/22/2012,0,41.8,52.9,64.1
10/23/2012,0,38.2,52.1,66
10/24/2012,0,43.2,54.3,65.5
10/25/2012,0,38.1,46.8,55.6
10/26/2012,0,39.3,51.6,63.8
10/27/2012,0,41.2,54.2,67.1
10/28/2012,0,45.7,55.5,65.4
10/29/2012,0.32,49.2,52.7,56.2
10/30/2012,2.13,52.7,58.2,63.7
10/31/2012,0.85,49.2,58.4,67.6
11/1/2012,0,40.7,47.6,54.5
11/2/2012,0,41,48.6,56.2
11/3/2012,0,40.4,46.2,52
11/4/2012,0,34.6,44,53.5
11/5/2012,0,33.1,43.4,53.6
11/6/2012,0,21.2,32.9,44.6
11/7/2012,0,23.1,33,42.8
11/8/2012,0.43,29.7,35.1,40.5
11/9/2012,0.11,31.7,35.9,40
11/10/2012,0,29.1,41,52.9
11/11/2012,0,31,42.9,54.9
11/12/2012,0,41.7,52.6,63.5
11/13/2012,0,47.1,57,66.9
11/14/2012,0.31,32.8,48,63.2
11/15/2012,0,29.1,37.9,46.8
11/16/2012,0,29.4,36.4,43.4
11/17/2012,0,26,35.6,45.1
11/18/2012,0,24.2,36.5,48.9
11/19/2012,0,24.8,36.4,48
11/20/2012,0,24.4,36.4,48.4
11/21/2012,0,27,37.8,48.7
11/22/2012,0,30.9,40.4,49.9
11/23/2012,0,28.6,41.8,55.1
11/24/2012,0,31.8,42.9,53.9
11/25/2012,0,28.8,36.9,45.1
11/26/2012,0,26.1,32.3,38.5
11/27/2012,0,25.2,35.5,45.8
11/28/2012,0.21,30,32.9,35.8
11/29/2012,0,23.5,30.3,37.1
11/30/2012,0,28,35.2,42.3
12/1/2012,0,26.5,30.7,34.8
12/2/2012,0.06,25.9,29.7,33.5
12/3/2012,0,31.6,41.9,52.3
12/4/2012,0,29.2,43.7,58.2
12/5/2012,0,34.5,46.2,57.8
12/6/2012,0,26.1,40.6,55.2
12/7/2012,0,21.1,30.4,39.7
12/8/2012,0.22,27.4,35.9,44.4
12/9/2012,0.1,34.4,40.1,45.8
12/10/2012,0.44,33.8,40.2,46.6
12/11/2012,0.12,43.1,51.7,60.3
12/12/2012,0,26.8,37.2,47.6
12/13/2012,0,23.6,31.6,39.7
12/14/2012,0,22.4,33,43.7
12/15/2012,0,24.6,36.4,48.1
12/16/2012,0,25.1,33.8,42.5
12/17/2012,0.47,29.9,34.2,38.6
